question_id,corrected by,verified by,db_id,question,evidence,SQL,original_question,original_evidence,original_SQL,reason,SQL error pattern,verification (Tengjun),response,verification (Yoojin),response,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
8081,Yuxuan,Tengjun,university,Please list the names of all the ranking criteria of Harvard University in 2011.,in 2011 refers to year 2011; Harvard University refers to university_name = 'Harvard University'; names of all the ranking criteria refers to criteria_name,SELECT T1.criteria_name FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id INNER JOIN university AS T3 ON T3.id = T2.university_id WHERE T3.university_name = 'Harvard University' AND T2.year = 2011,,,,correct,,,,,,,,,,,,,,,,,,,,,
8090,Yuxuan,Tengjun,university,Show the id of University of Orléans.,University of Orléans refers to university_name = 'University of Orléans';,SELECT id FROM university WHERE university_name = 'University of Orléans',,,,correct,,,,,,,,,,,,,,,,,,,,,
8091,Yuxuan,Tengjun,university,"For the university id 268, show its number of students in 2013.",number of students refers to num_students; in 2013 refers to year = 2013,SELECT num_students FROM university_year WHERE university_id = 268 AND year = 2013,,,,correct,,,,,,,,,,,,,,,,,,,,,
8119,Yuxuan,Tengjun,university,What is the total number of ranking criteria under the ranking system called Shanghai Ranking?,ranking system called Shanghai Ranking refers to system_name = 'Shanghai Ranking';,SELECT COUNT(*) FROM ranking_system AS T1 INNER JOIN ranking_criteria AS T2 ON T1.id = T2.ranking_system_id WHERE T1.system_name = 'Shanghai Ranking',,,,correct,,,,,,,,,,,,,,,,,,,,,
8123,Yuxuan,Tengjun,university,How many universities are located in Japan?,located in Japan refers to country_name = 'Japan';,SELECT COUNT(*) FROM university AS T1 INNER JOIN country AS T2 ON T1.country_id = T2.id WHERE T2.country_name = 'Japan',,,,correct,,,,,,,,,,,,,,,,,,,,,
8140,Yuxuan,Tengjun,sales_in_weather,What was the temperature range of station no.1 on 2012/1/1?,"on 2012/1/1 refers to date = '2012-01-01'; temperature range refers to Subtract (tmax, tmin); station no.1 refers to station_nbr = 1",SELECT tmax - tmin AS temrange FROM weather WHERE station_nbr = 1 AND `date` = '2012-01-01',,,,correct,,,,,,,,,,,,,,,,,,,,,
8158,Yuxuan,Tengjun,sales_in_weather,How many no.9 items from store no.11 were sold on 2012/12/7?,no. 9 item refers to item_nbr = 9; store no.11 refers to store_nbr = 11; sold on 2012/12/7 refers to date = '2012-12-07',SELECT units FROM sales_in_weather WHERE `date` = '2012-12-07' AND store_nbr = 11 AND item_nbr = 9,,,,correct,,,,,,,,,,,,,,,,,,,,,
8169,Yuxuan,Tengjun,sales_in_weather,Provide the sunrise time recorded by the home weather station of store no.30 on 2014/2/21.,store no. 30 refers to store_nbr = 30; on 2014/2/21 refers to date = '2014-02-21',SELECT T1.sunrise FROM weather AS T1 INNER JOIN relation AS T2 ON T1.station_nbr = T2.station_nbr WHERE T1.`date` = '2014-02-21' AND store_nbr = 30,,,,correct,,,,,,,,,,,,,,,,,,,,,
8203,Yuxuan,Tengjun,sales_in_weather,What is the lowest minimum temperature recorded in store 16 on January 2012?,"lowest minimum temperature refers to Min(tmin); store 16 refers to store_nbr = 16; on January 2012 refers to Substring (date, 1, 7) = '2012-01'",SELECT MIN(tmin) FROM weather AS T1 INNER JOIN relation AS T2 ON T1.station_nbr = T2.station_nbr WHERE T2.store_nbr = 16 AND T1.`date` LIKE '%2012-01%',,,,correct,,,,,,,,,,,,,,,,,,,,,
8213,Yuxuan,Tengjun,sales_in_weather,How many units are being sold for item 1 when the average temperature is 83?,item 1 refers to item_nbr = 1; when the average temperature is 83 refers to tavg = 83,SELECT SUM(s.`units`) FROM `sales_in_weather` s JOIN `relation` r   ON s.`store_nbr` = r.`store_nbr` JOIN `weather`  w   ON w.`station_nbr` = r.`station_nbr` AND w.`date` = s.`date` WHERE s.`item_nbr` = 1 AND w.`tavg` = 83,,,SELECT SUM(units) FROM weather AS T1 INNER JOIN sales_in_weather AS T2 ON T1.`date` = T2.`date` INNER JOIN relation AS T3 ON T2.store_nbr = T3.store_nbr WHERE T2.item_nbr = 1 AND T1.tavg = 83,"The annotated query links `weather` to `sales_in_weather` only by `date`.  For every sales row on a given date it is matched with every weather row that shares that date, regardless of whether the weather station actually serves the store.  Because most dates have many weather stations, the units sold are multiplied, returning 424 instead of the correct 37.",,,,,,,,,,,,,,,,,,,,,
8215,Yuxuan,Tengjun,sales_in_weather,What was the total unit sold for item 10 when the average temperature was below the average of the average temperature?,item 10 refers to item_nbr = 10; average temperature below median temperature refers to tavg < avg(tavg); total units refers to Sum(units),SELECT SUM(T5.units) FROM weather AS T4 INNER JOIN sales_in_weather AS T5 ON T4.`date` = T5.`date` INNER JOIN relation AS T6 ON T5.store_nbr = T6.store_nbr WHERE T5.item_nbr = 10 AND T4.tavg < ( SELECT AVG(T1.tavg) FROM weather AS T1 ),What was the total unit sold for item 10 when the average temperature was below the median temperature?,,SELECT SUM(T5.units) FROM weather AS T4 INNER JOIN sales_in_weather AS T5 ON T4.`date` = T5.`date` INNER JOIN relation AS T6 ON T5.store_nbr = T6.store_nbr WHERE T5.item_nbr = 10 AND T4.tavg < ( SELECT AVG(T1.tavg) FROM weather AS T1 INNER JOIN sales_in_weather AS T2 ON T1.`date` = T2.`date` INNER JOIN relation AS T3 ON T2.store_nbr = T3.store_nbr WHERE T2.item_nbr = 10 ),The question asks for selecting average temperature that is below the overall average instead of the average temperature of the dates when item 10 was sold.,,,,,,,,,,,,,,,,,,,,,
8267,Yuxuan,Yoojin,mondial_geo,What is the average population growth rate of countries where more than 3 languages are used?,,SELECT AVG(pg) FROM ( SELECT T3.Population_Growth pg FROM country AS T1  INNER JOIN language AS T2 ON T1.Code = T2.Country  INNER JOIN population AS T3 ON T3.Country = T2.Country  WHERE T2.Country IN (SELECT Country FROM language GROUP BY Country HAVING COUNT(Country) > 3 ) GROUP BY T3.Country ),,,SELECT SUM(T3.Population_Growth) / COUNT(T3.Country) FROM country AS T1 INNER JOIN language AS T2 ON T1.Code = T2.Country INNER JOIN population AS T3 ON T3.Country = T2.Country WHERE T2.Country IN ( SELECT Country FROM language GROUP BY Country HAVING COUNT(Country) > 3 ) GROUP BY T3.Country,"The original SQL returns the population growth of each country that has more than three languages used, instead of the average population growth rate of these countries.",,duplicate,corrected,,,,,,,,,,,,,,,,,,
8314,Yuxuan,Tengjun,mondial_geo,How many countries on the European Continent has an infant mortality rate per thousand of over 100?,,SELECT COUNT(DISTINCT c.Code) FROM `country` AS c JOIN `encompasses` AS e ON c.Code = e.Country JOIN `population`  AS p ON p.Country = c.Code WHERE e.Continent = 'Europe' AND p.Infant_Mortality > 100,,,SELECT COUNT(T1.Name) FROM country AS T1 INNER JOIN encompasses AS T2 ON T1.Code = T2.Country INNER JOIN continent AS T3 ON T3.Name = T2.Continent INNER JOIN population AS T4 ON T4.Country = T1.Code WHERE T3.Name = 'Europe' AND T4.Infant_Mortality < 100,"the query applies Infant_Mortality < 100, which selects the opposite set of countries, so the returned count is wrong.",,,,,,,,,,,,,,,,,,,,,
8324,Yuxuan,Tengjun,mondial_geo,In which province is city Glenrothes located? What is the capital of the province?,,"SELECT T2.Province, T1.Capital FROM province AS T1 INNER JOIN city AS T2 ON T1.Name = T2.Province AND T1.Country = T2.Country WHERE T2.Name = 'Glenrothes'",,,,correct,,,,,,,,,,,,,,,,,,,,,
8329,Yuxuan,Tengjun,mondial_geo,Which are the rivers that flows to Black Sea?,Black Sea is a sea located in Eastern Europe and Western Asia,SELECT Name FROM river WHERE Sea = 'Black Sea',,,,correct,,,,,,,,,,,,,,,,,,,,,
8368,Yuxuan,Tengjun,mondial_geo,What are the names of the sea that can be found on the island with the biggest area?,,SELECT T2.Name FROM islandIn AS T1 INNER JOIN sea AS T2 ON T2.Name = T1.Sea WHERE T1.Island = ( SELECT Name FROM island ORDER BY Area DESC LIMIT 1 ),,,,correct,,,,,,,,,,,,,,,,,,,,,
8394,Yuxuan,Tengjun,mondial_geo,Which religions have the majority of the people in Japan?,Japan is a country,SELECT T2.Name FROM country AS T1 INNER JOIN religion AS T2 ON T1.Code = T2.Country WHERE T1.Name = 'Japan' AND T2.Percentage = (SELECT MAX(Percentage) FROM religion AS T3 WHERE T3.Country = T1.Code);,Which religion has the majority of the people in Japan?,,SELECT T2.Name FROM country AS T1 INNER JOIN religion AS T2 ON T1.Code = T2.Country WHERE T1.Name = 'Japan' ORDER BY T2.Percentage DESC LIMIT 1,The original query does not consider potential ties.,ties,,,,,,,,,,,,,,,,,,,,
8416,Yuxuan,Tengjun,mondial_geo,Which river with its mouth in the Donau River and a length greater than 500 km is located in Slovenia?,,SELECT T2.River FROM country AS T1 INNER JOIN geo_river AS T2 ON T1.Code = T2.Country WHERE T1.Name = 'Slovenia' AND T2.River IN ( SELECT NAME FROM river WHERE Length > 500 AND River = 'Donau' ),,,,correct,,,,,,,,,,,,,,,,,,,,,
8417,Yuxuan,Yoojin,mondial_geo,In which city is the sea whose depth is 3969 meters less than that of the Bay of Bengal?,,SELECT T2.City FROM sea AS T1 INNER JOIN located AS T2 ON T1.Name = T2.Sea INNER JOIN city AS T3 ON T3.Name = T2.City WHERE ( SELECT Depth FROM sea WHERE Name LIKE 'Bay of Bengal' ) - T1.Depth = 3969,In which city is the sea whose depth is 4232 meters less than that of the Bay of Bengal?,,SELECT T2.City FROM sea AS T1 INNER JOIN located AS T2 ON T1.Name = T2.Sea INNER JOIN city AS T3 ON T3.Name = T2.City WHERE ( SELECT Depth FROM sea WHERE Name LIKE '%Bengal%' ) - T1.Depth = 4235,"The annotator's query instead subtracts 4235, not 4232, so it targets depth 4694 - 4235 = 459 m and therefore picks the Baltic Sea (depth = 459 m). The original question results in an empty result set. Therefore, we changed the filter.",,empty,corrected,,,,,,,,,,,,,,,,,,
8425,Yuxuan,Tengjun,mondial_geo,"Of all the countries that share territory with more than one continent, in which of them does the average population not exceed 10 inhabitants per square kilometer?",,SELECT NAME FROM country WHERE CODE IN ( SELECT country FROM encompasses GROUP BY country HAVING COUNT(continent) > 1 ) AND population / Area <= 10,,,,correct,,,,,,,,,,,,,,,,,,,,,
8448,Yuxuan,Tengjun,mondial_geo,Which United States provinces are homes to the greatest number of corporations' corporate headquarters?,Organization refers to corporation,SELECT `Province` FROM `organization` WHERE `Country` = 'USA' GROUP BY `Province` HAVING COUNT(Province) = (SELECT MAX(Counted) FROM (SELECT COUNT(Province) AS Counted FROM `organization` WHERE `Country` = 'USA' GROUP BY `Province`));,Which United States province is home to the greatest number of corporations' corporate headquarters?,,SELECT T1.Province FROM country AS T1 INNER JOIN organization AS T2 ON T1.Code = T2.Country WHERE T1.Name = 'United States' GROUP BY T1.Province ORDER BY COUNT(T1.Name) DESC LIMIT 1,"the annotated query groups by `country.Province`, which is always 'Distr. Columbia' for the single United-States row, so the result is inevitably 'Distr. Columbia'.  It does not count headquarters by the provinces recorded in the `organization` table and therefore fails to answer the question. The original query does not handle ties.","ties, wrong or missing tables",,,,,,,,,,,,,,,,,,,,
8454,Yuxuan,Tengjun,mondial_geo,"What sea does the Baltic Sea converge with, and how deep is the Baltic Sea?",Coverage refers to mergesWith,"SELECT T2.Sea2, T1.Depth FROM sea AS T1 INNER JOIN mergesWith AS T2 ON T1.Name = T2.Sea1 WHERE T1.Name = 'Baltic Sea'",,,,correct,,,,,,,,,,,,,,,,,,,,,
8477,Yuxuan,Tengjun,mondial_geo,"Among the organizations where headquarters are in the 'USA', what is the percentage of the them are in 'Washington'?",percentage can be computed by [count(City = 'Washington') / count(all cities)] * 100%,SELECT CAST(SUM(CASE WHEN T2.City = 'Washington' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.City) FROM country AS T1 INNER JOIN organization AS T2 ON T1.Code = T2.Country WHERE T2.Country = 'USA',,,,correct,,,,,,,,,,,,,,,,,,,,,
8486,Yuxuan,Tengjun,mondial_geo,List the full name of its capital of all the countries with parliamentary democracy government.,Parliamentary democracy is a government form,SELECT T1.Capital FROM country AS T1 INNER JOIN politics AS T2 ON T1.Code = T2.Country WHERE T2.Government = 'parliamentary democracy',List the full name its capital of all the countries with parliamentary democracy government.,,,The question does not clearly state which fields it requires.,,,,,,,,,,,,,,,,,,,,,
8506,Yuxuan,Yoojin,mondial_geo,What percentage of countries became independent during the year 1960?,Percentage = count(countries independent 1960) / total num of countries,"SELECT CAST(SUM(CASE WHEN STRFTIME('%Y', Independence) = '1960' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(Country) FROM politics",,,,correct,,politics and country tables have different size,db modified: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/modify_mondial_geo.sql,,,,,,,,,,,,,,,,,,
8517,Yuxuan,Yoojin (response),software_company,Please list the occupations of the customers over 40 and have sent a true response to the incentive mailing sent by the marketing department.,over 40 refers to age > 40; RESPONSE = 'true';,WITH AllMailings AS (SELECT * FROM Mailings1_2 UNION SELECT * FROM mailings3) SELECT DISTINCT T1.OCCUPATION FROM Customers AS T1 INNER JOIN AllMailings AS T2 ON T1.ID = T2.REFID WHERE T1.age > 40 AND T2.RESPONSE = 'true',,,SELECT DISTINCT T1.OCCUPATION FROM Customers AS T1 INNER JOIN Mailings1_2 AS T2 ON T1.ID = T2.REFID WHERE T1.age > 40 AND T2.RESPONSE = 'true',"There are two tables containing the information of customers: Mailings1_2 and mailings3. However, the original query considers only one of them.",,mailings3,corrected,both corrected and original SQL yield the same output,modified database: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/8517.sql,,,,,,,,,,,,,,,,
8523,Yuxuan,Yoojin,software_company,"Of the all customers who sent a true response to the incentive mailing sent by the marketing department, how many of them are divorced males?",RESPONSE = 'true'; SEX = 'Male'; MARITAL_STATUS = 'Divorced';,WITH AllMailings AS (SELECT * FROM Mailings1_2 UNION SELECT * FROM mailings3) SELECT COUNT(T1.ID) FROM Customers AS T1 INNER JOIN AllMailings AS T2 ON T1.ID = T2.REFID WHERE T1.SEX = 'Male' AND T1.MARITAL_STATUS = 'Divorced' AND T2.RESPONSE = 'true',"Of the first 60,000 customers who sent a true response to the incentive mailing sent by the marketing department, how many of them are divorced males?",,SELECT COUNT(T1.ID) FROM Customers AS T1 INNER JOIN Mailings1_2 AS T2 ON T1.ID = T2.REFID WHERE T1.SEX = 'Male' AND T1.MARITAL_STATUS = 'Divorced' AND T2.RESPONSE = 'true',"the query ignores the “first 60,000” requirement, so it counts all divorced male true-responders instead of the requested subset. Since the database only have three distinct dates, we remove the condition of first 60,000 in the question. In addition, the original query only considers Mailings1_2, while the database has another table called mailings3 containing customer information.",wrong or missing tables,mailings3,corrected,,,,,,,,,,,,,,,,,,
8572,Yuxuan,Tengjun,software_company,What is the age of female customers within the number of inhabitants below 30?,female customers within the number of inhabitants below 30 refer to SEX = 'Female' where INHABITANTS_K < 30;,SELECT age FROM Customers WHERE GEOID IN ( SELECT GEOID FROM Demog WHERE INHABITANTS_K < 30 ) AND SEX = 'Female',,,,correct,,,,,,,,,,,,,,,,,,,,,
8576,Yuxuan,Yoojin,software_company,List the income and number of inhabitants of customers with a reference ID greater than the 50% of the total number of false responses?,"reference ID greater than the 50% of average of number of false response refers to REFID > DIVIDE(MULTIPLY(0.5, COUNT(RESPONSE = 'false')), COUNT(RESPONSE)); income refers to INCOME_K; number of inhabitants refer to INHABITANTS_K;","WITH AllMailings AS (SELECT * FROM Mailings1_2 UNION SELECT * FROM mailings3) SELECT d.`INCOME_K`, d.`INHABITANTS_K` FROM   Customers    c JOIN   Demog       d ON c.`GEOID` = d.`GEOID` JOIN   AllMailings m ON c.`ID`    = m.`REFID` WHERE  m.`REFID` > ( SELECT 0.5 * SUM(CASE WHEN `RESPONSE` = 'false' THEN 1 ELSE 0 END) FROM   AllMailings )",List the income and number of inhabitants of customers with a reference ID greater than the 50% of average of number of false response?,,"SELECT T2.INCOME_K, T2.INHABITANTS_K FROM Customers AS T1 INNER JOIN Demog AS T2 ON T1.GEOID = T2.GEOID INNER JOIN Mailings1_2 AS T3 ON T1.ID = T3.REFID WHERE T3.REFID > ( SELECT 0.5 * COUNT(CASE WHEN RESPONSE = 'false' THEN 1 ELSE NULL END) / COUNT(RESPONSE) FROM Mailings1_2 )","The annotated query computes a threshold of 0.5 * COUNT(false) / COUNT(*) ≈ 0.475 (half of the proportion of false responses) and compares that tiny value with `REFID`, which ranges from 0 to 59 999. Consequently almost every row passes the filter, so the query does not implement the intended logic. If the question means “50 % of the total number of false responses”, the threshold should be 0.5 * SUM(CASE WHEN RESPONSE = 'false' …) = 28 503. Because the query uses the wrong measure it does not answer the question. In addition, the original query does not consider all mailinglist tables.",,mailings3,corrected,,,,,,,,,,,,,,,,,,
